2012-10-24,09:48:00,sell_open,1000,36.21,36.21,-4.00,pattern:threshold:0.24999999999999997
2012-10-24,10:11:00,buy_close,1000,36.21,36.13,71.00,pattern:threshold:-0.2500000000000003
2012-10-24,10:12:00,buy_open,1000,36.10,36.10,-4.00,pattern:threshold:0.25
2012-10-24,10:13:00,sell_close,1000,36.10,36.11,1.00,pattern:threshold:-0.25000000058207644
2012-10-24,10:14:00,sell_open,1000,36.12,36.12,-4.00,pattern:threshold:0.25000000058207666
2012-10-24,10:16:00,buy_close,1000,36.12,36.17,-49.00,pattern:threshold:-0.24999999999999992
2012-10-24,10:17:00,buy_open,1000,36.22,36.22,-4.00,pattern:threshold:0.25
2012-10-24,10:34:00,sell_close,1000,36.22,36.22,1.00,pattern:threshold:-0.25
2012-10-24,10:36:00,buy_open,1000,36.26,36.26,-4.00,pattern:threshold:0.25
2012-10-24,10:38:00,sell_close,1000,36.26,36.19,-69.00,pattern:threshold:-0.2499999999999999
2012-10-24,10:39:00,sell_open,1000,36.22,36.22,-4.00,pattern:threshold:0.24999999999999994
2012-10-24,10:40:00,buy_close,1000,36.22,36.23,-19.00,pattern:threshold:-0.24999999999999994
2012-10-24,10:41:00,buy_open,1000,36.22,36.22,-4.00,pattern:threshold:0.24999999999999986
2012-10-24,10:42:00,sell_close,1000,36.22,36.22,-4.00,pattern:threshold:-0.24999999999999994
2012-10-24,10:43:00,sell_open,1000,36.21,36.21,-4.00,pattern:threshold:0.24999999999999994
2012-10-24,10:45:00,buy_close,1000,36.21,36.24,-29.00,pattern:threshold:-0.2499999999999999
2012-10-24,10:46:00,buy_open,1000,36.27,36.27,-4.00,pattern:threshold:0.25
2012-10-24,10:51:00,sell_close,1000,36.27,36.19,-84.00,pattern:threshold:-0.2499999999999683
2012-10-24,10:52:00,sell_open,1000,36.18,36.18,-4.00,pattern:threshold:0.24999999999996825
2012-10-24,11:30:00,buy_close,1000,36.18,36.04,136.00,pattern:threshold:-0.2500000000000001
2012-10-24,11:31:00,buy_open,1000,36.04,36.04,-4.00,pattern:threshold:0.24999999999984093
2012-10-24,11:39:00,sell_close,1000,36.04,36.08,36.00,pattern:threshold:-0.25000000000000006
2012-10-24,11:41:00,buy_open,1000,35.99,35.99,-4.00,pattern:threshold:0.2500000000002586
2012-10-24,11:42:00,sell_close,1000,35.99,36.00,1.00,pattern:threshold:-0.2500000000004186
2012-10-24,11:45:00,sell_open,1000,35.99,35.99,-4.00,pattern:threshold:0.24999999999989791
2012-10-24,12:03:00,buy_close,1000,35.99,36.00,-9.00,pattern:threshold:-0.2499999999999999
2012-10-24,12:04:00,buy_open,1000,35.98,35.98,-4.00,pattern:threshold:0.25
2012-10-24,12:51:00,sell_close,1000,35.98,36.02,36.00,pattern:threshold:-0.24999999999999972
2012-10-24,12:52:00,sell_open,1000,36.01,36.01,-4.00,pattern:threshold:0.2499999999999998
2012-10-24,13:04:00,buy_close,1000,36.01,36.05,-39.00,pattern:threshold:-0.25000000000000006
2012-10-24,13:05:00,buy_open,1000,36.05,36.05,-4.00,pattern:threshold:0.25
2012-10-24,13:15:00,sell_close,1000,36.05,36.01,-39.00,pattern:threshold:-0.24999999999967595
2012-10-24,13:16:00,sell_open,1000,36.00,36.00,-4.00,pattern:threshold:0.2499999999999999
2012-10-24,13:44:00,buy_close,1000,36.00,36.00,-4.00,pattern:threshold:-0.24999999999994327
2012-10-24,13:46:00,sell_open,1000,36.02,36.02,-4.00,pattern:threshold:0.25000000000000017
2012-10-24,13:47:00,buy_close,1000,36.02,36.03,-14.00,pattern:threshold:-0.2500000000000001
2012-10-24,13:48:00,buy_open,1000,36.03,36.03,-4.00,pattern:threshold:0.25
2012-10-24,13:53:00,sell_close,1000,36.03,36.00,-29.00,pattern:threshold:-0.2500000000000001
2012-10-24,13:54:00,sell_open,1000,36.00,36.00,-4.00,pattern:threshold:0.24999999999999994
2012-10-24,14:12:00,buy_close,1000,36.00,36.00,-9.00,pattern:threshold:-0.48285731222676537
2012-10-24,14:15:00,buy_open,1000,35.97,35.97,-4.00,pattern:threshold:0.2500000000000001
2012-10-24,14:16:00,sell_close,1000,35.97,35.90,-79.00,pattern:threshold:-0.24999999999999997
2012-10-24,14:17:00,sell_open,1000,35.92,35.92,-4.00,pattern:threshold:0.24999999999999997
2012-10-24,14:19:00,buy_close,1000,35.92,35.97,-54.00,pattern:threshold:-0.24999999999999453
2012-10-24,14:21:00,sell_open,1000,35.94,35.94,-4.00,pattern:threshold:0.2499999999996154
2012-10-24,14:26:00,buy_close,1000,35.94,36.02,-79.00,pattern:threshold:-0.25000000000034445
2012-10-24,14:27:00,buy_open,1000,36.02,36.02,-4.00,pattern:threshold:0.24999999999999994
2012-10-24,14:35:00,sell_close,1000,36.02,35.93,-94.00,pattern:threshold:-0.25
2012-10-24,14:37:00,buy_open,1000,35.94,35.94,-4.00,pattern:threshold:0.2500000000000001
2012-10-24,14:40:00,sell_close,1000,35.94,35.90,-44.00,pattern:threshold:-0.2500000000000001
2012-10-24,14:41:00,sell_open,1000,35.88,35.88,-4.00,pattern:threshold:0.25000000000000017
2012-10-24,15:21:00,buy_close,1000,35.88,35.69,181.00,pattern:threshold:-0.24999999999999029
2012-10-24,15:23:00,sell_open,1000,35.69,35.69,-4.00,pattern:threshold:0.2500000000000001
2012-10-24,15:27:00,buy_close,1000,35.69,35.69,-9.00,pattern:threshold:-0.24999999999999997
2012-10-24,15:29:00,sell_open,1000,35.72,35.72,-4.00,pattern:threshold:0.25000000000000006
2012-10-24,15:36:00,buy_close,1000,35.72,35.72,-9.00,pattern:threshold:-0.24999999999999997
2012-10-24,15:39:00,buy_open,1000,35.70,35.70,-4.00,pattern:threshold:0.24999999999999997
2012-10-24,15:40:00,sell_close,1000,35.70,35.69,-13.99,pattern:threshold:-0.25
2012-10-24,15:41:00,sell_open,1000,35.67,35.67,-4.00,pattern:threshold:0.25000000000000006
2012-10-24,15:57:00,buy_close,1000,35.67,35.72,-59.00,forced
2012-10-24,,kalman-sax-wavelets-sigma32,0,0.00,0.00,-495.00,pattern:threshold:0.25000000000000006
2012-10-24,09:48:00,sell_open,1000,36.21,36.21,-4.00,pattern:threshold:0.25,std:0.000999
2012-10-24,10:11:00,buy_close,1000,36.21,36.13,71.00,pattern:threshold:-0.25,std:0.000427
2012-10-24,10:12:00,buy_open,1000,36.10,36.10,-4.00,pattern:threshold:0.25,std:0.000436
2012-10-24,10:13:00,sell_close,1000,36.10,36.11,1.00,pattern:threshold:-0.25,std:0.000420
2012-10-24,10:14:00,sell_open,1000,36.12,36.12,-4.00,pattern:threshold:0.25,std:0.000396
2012-10-24,10:16:00,buy_close,1000,36.12,36.17,-49.00,pattern:threshold:-0.25,std:0.000349
2012-10-24,10:17:00,buy_open,1000,36.22,36.22,-4.00,pattern:threshold:0.25,std:0.000357
2012-10-24,10:34:00,sell_close,1000,36.22,36.22,1.00,pattern:threshold:-0.25,std:0.000360
2012-10-24,10:36:00,buy_open,1000,36.26,36.26,-4.00,pattern:threshold:0.25,std:0.000365
2012-10-24,10:38:00,sell_close,1000,36.26,36.19,-69.00,pattern:threshold:-0.25,std:0.000374
2012-10-24,10:39:00,sell_open,1000,36.22,36.22,-4.00,pattern:threshold:0.25,std:0.000385
2012-10-24,10:40:00,buy_close,1000,36.22,36.23,-19.00,pattern:threshold:-0.25,std:0.000385
2012-10-24,10:41:00,buy_open,1000,36.22,36.22,-4.00,pattern:threshold:0.25,std:0.000381
2012-10-24,10:42:00,sell_close,1000,36.22,36.22,-4.00,pattern:threshold:-0.25,std:0.000368
2012-10-24,10:43:00,sell_open,1000,36.21,36.21,-4.00,pattern:threshold:0.25,std:0.000369
2012-10-24,10:45:00,buy_close,1000,36.21,36.24,-29.00,pattern:threshold:-0.25,std:0.000365
2012-10-24,10:46:00,buy_open,1000,36.27,36.27,-4.00,pattern:threshold:0.25,std:0.000365
2012-10-24,10:51:00,sell_close,1000,36.27,36.19,-84.00,pattern:threshold:-0.25,std:0.000354
2012-10-24,10:52:00,sell_open,1000,36.18,36.18,-4.00,pattern:threshold:0.25,std:0.000361
2012-10-24,11:30:00,buy_close,1000,36.18,36.04,136.00,pattern:threshold:-0.25,std:0.000271
2012-10-24,11:31:00,buy_open,1000,36.04,36.04,-4.00,pattern:threshold:0.25,std:0.000276
2012-10-24,11:39:00,sell_close,1000,36.04,36.08,36.00,pattern:threshold:-0.25,std:0.000166
2012-10-24,11:41:00,buy_open,1000,35.99,35.99,-4.00,pattern:threshold:0.25,std:0.000170
2012-10-24,11:42:00,sell_close,1000,35.99,36.00,1.00,pattern:threshold:-0.25,std:0.000169
2012-10-24,11:45:00,sell_open,1000,35.99,35.99,-4.00,pattern:threshold:0.25,std:0.000177
2012-10-24,12:03:00,buy_close,1000,35.99,36.00,-9.00,pattern:threshold:-0.25,std:0.000186
2012-10-24,12:04:00,buy_open,1000,35.98,35.98,-4.00,pattern:threshold:0.25,std:0.000200
2012-10-24,12:51:00,sell_close,1000,35.98,36.02,36.00,pattern:threshold:-0.25,std:0.000137
2012-10-24,12:52:00,sell_open,1000,36.01,36.01,-4.00,pattern:threshold:0.25,std:0.000136
2012-10-24,13:04:00,buy_close,1000,36.01,36.05,-39.00,pattern:threshold:-0.25,std:0.000137
2012-10-24,13:05:00,buy_open,1000,36.05,36.05,-4.00,pattern:threshold:0.25,std:0.000140
2012-10-24,13:15:00,sell_close,1000,36.05,36.01,-39.00,pattern:threshold:-0.25,std:0.000128
2012-10-24,13:16:00,sell_open,1000,36.00,36.00,-4.00,pattern:threshold:0.25,std:0.000129
2012-10-24,13:44:00,buy_close,1000,36.00,36.00,-4.00,pattern:threshold:-0.25,std:0.000132
2012-10-24,13:46:00,sell_open,1000,36.02,36.02,-4.00,pattern:threshold:0.25,std:0.000121
2012-10-24,13:47:00,buy_close,1000,36.02,36.03,-14.00,pattern:threshold:-0.25,std:0.000117
2012-10-24,13:48:00,buy_open,1000,36.03,36.03,-4.00,pattern:threshold:0.25,std:0.000133
2012-10-24,13:53:00,sell_close,1000,36.03,36.00,-29.00,pattern:threshold:-0.25,std:0.000141
2012-10-24,13:54:00,sell_open,1000,36.00,36.00,-4.00,pattern:threshold:0.25,std:0.000139
2012-10-24,14:12:00,buy_close,1000,36.00,36.00,-9.00,pattern:threshold:-0.48,std:0.000149
2012-10-24,14:15:00,buy_open,1000,35.97,35.97,-4.00,pattern:threshold:0.25,std:0.000144
2012-10-24,14:16:00,sell_close,1000,35.97,35.90,-79.00,pattern:threshold:-0.25,std:0.000149
2012-10-24,14:17:00,sell_open,1000,35.92,35.92,-4.00,pattern:threshold:0.25,std:0.000189
2012-10-24,14:19:00,buy_close,1000,35.92,35.97,-54.00,pattern:threshold:-0.25,std:0.000262
2012-10-24,14:21:00,sell_open,1000,35.94,35.94,-4.00,pattern:threshold:0.25,std:0.000289
2012-10-24,14:26:00,buy_close,1000,35.94,36.02,-79.00,pattern:threshold:-0.25,std:0.000338
2012-10-24,14:27:00,buy_open,1000,36.02,36.02,-4.00,pattern:threshold:0.25,std:0.000388
2012-10-24,14:35:00,sell_close,1000,36.02,35.93,-94.00,pattern:threshold:-0.25,std:0.000385
2012-10-24,14:37:00,buy_open,1000,35.94,35.94,-4.00,pattern:threshold:0.25,std:0.000414
2012-10-24,14:40:00,sell_close,1000,35.94,35.90,-44.00,pattern:threshold:-0.25,std:0.000414
2012-10-24,14:41:00,sell_open,1000,35.88,35.88,-4.00,pattern:threshold:0.25,std:0.000415
2012-10-24,15:21:00,buy_close,1000,35.88,35.69,181.00,pattern:threshold:-0.25,std:0.000195
2012-10-24,15:23:00,sell_open,1000,35.69,35.69,-4.00,pattern:threshold:0.25,std:0.000186
2012-10-24,15:27:00,buy_close,1000,35.69,35.69,-9.00,pattern:threshold:-0.25,std:0.000190
2012-10-24,15:29:00,sell_open,1000,35.72,35.72,-4.00,pattern:threshold:0.25,std:0.000197
2012-10-24,15:36:00,buy_close,1000,35.72,35.72,-9.00,pattern:threshold:-0.25,std:0.000171
2012-10-24,15:39:00,buy_open,1000,35.70,35.70,-4.00,pattern:threshold:0.25,std:0.000164
