2018-03-08,10:03:00,sell_open,1000,24.34,24.34,-4.00,
2018-03-08,10:21:00,buy_close,1000,24.34,24.37,-31.50,pattern
2018-03-08,10:23:00,buy_open,1000,24.36,24.36,-4.00,
2018-03-08,10:30:00,sell_close,1000,24.36,24.29,-79.00,pattern
2018-03-08,10:31:00,sell_open,1000,24.30,24.30,-4.00,
2018-03-08,10:54:00,buy_close,1000,24.30,24.24,61.00,pattern
2018-03-08,10:56:00,buy_open,1000,24.24,24.24,-4.00,
2018-03-08,11:00:00,sell_close,1000,24.24,24.18,-66.50,pattern
2018-03-08,11:01:00,sell_open,1000,24.20,24.20,-4.00,
2018-03-08,11:05:00,buy_close,1000,24.20,24.26,-69.00,pattern
2018-03-08,11:06:00,buy_open,1000,24.26,24.26,-4.00,
2018-03-08,11:27:00,sell_close,1000,24.26,24.30,41.00,pattern
2018-03-08,11:29:00,sell_open,1000,24.26,24.26,-4.00,
2018-03-08,11:52:00,buy_close,1000,24.26,24.25,-1.50,pattern
2018-03-08,11:53:00,buy_open,1000,24.25,24.25,-4.00,
2018-03-08,12:06:00,sell_close,1000,24.25,24.15,-99.05,pattern
2018-03-08,12:07:00,sell_open,1000,24.15,24.15,-4.00,
2018-03-08,12:21:00,buy_close,1000,24.15,24.17,-26.50,pattern
2018-03-08,12:22:00,buy_open,1000,24.16,24.16,-4.00,
2018-03-08,12:35:00,sell_close,1000,24.16,24.11,-49.00,pattern
2018-03-08,12:37:00,sell_open,1000,24.15,24.15,-4.00,
2018-03-08,12:38:00,buy_close,1000,24.15,24.15,1.00,pattern
2018-03-08,12:40:00,buy_open,1000,24.18,24.18,-4.00,
2018-03-08,13:15:00,sell_close,1000,24.18,24.26,71.00,pattern
2018-03-08,13:18:00,sell_open,1000,24.25,24.25,-4.00,
2018-03-08,13:41:00,buy_close,1000,24.25,24.26,-16.50,pattern
2018-03-08,13:43:00,buy_open,1000,24.24,24.24,-4.00,
2018-03-08,13:46:00,sell_close,1000,24.24,24.21,-36.50,pattern
2018-03-08,13:51:00,buy_open,1000,24.24,24.24,-4.00,
2018-03-08,13:57:00,sell_close,1000,24.24,24.20,-39.00,pattern
2018-03-08,13:58:00,sell_open,1000,24.21,24.21,-4.00,
2018-03-08,14:19:00,buy_close,1000,24.21,24.19,13.50,pattern
2018-03-08,14:20:00,buy_open,1000,24.20,24.20,-4.00,
2018-03-08,14:33:00,sell_close,1000,24.20,24.22,11.00,pattern
2018-03-08,14:36:00,buy_open,1000,24.23,24.23,-4.00,
2018-03-08,15:13:00,sell_close,1000,24.23,24.31,78.50,float
2018-03-08,15:17:00,buy_open,1000,24.33,24.33,-4.00,
2018-03-08,15:20:00,sell_close,1000,24.33,24.33,-9.00,pattern
2018-03-08,15:21:00,sell_open,1000,24.33,24.33,-4.00,
2018-03-08,15:29:00,buy_close,1000,24.33,24.41,-79.00,pattern
2018-03-08,15:33:00,buy_open,1000,24.40,24.40,-4.00,
2018-03-08,15:44:00,sell_close,1000,24.40,24.34,-66.50,pattern
2018-03-08,15:45:00,sell_open,1000,24.33,24.33,-4.00,
2018-03-08,15:55:00,buy_close,1000,24.33,24.41,-79.00,pattern
2018-03-08,,wavelets,0,0.00,0.00,-558.56,
