2013-10-17,10:02:00,buy_open,1000,45.84,45.84,-4.00,
2013-10-17,10:13:00,sell_close,1000,45.84,45.76,-79.00,pattern
2013-10-17,10:15:00,sell_open,1000,45.74,45.74,-4.00,
2013-10-17,10:33:00,buy_close,1000,45.74,45.75,-14.00,pattern
2013-10-17,10:34:00,buy_open,1000,45.78,45.78,-4.00,
2013-10-17,10:39:00,sell_close,1000,45.78,45.73,-49.00,pattern
2013-10-17,10:42:00,sell_open,1000,45.69,45.69,-4.00,
2013-10-17,11:04:00,buy_close,1000,45.69,45.67,16.00,pattern
2013-10-17,11:05:00,buy_open,1000,45.67,45.67,-4.00,
2013-10-17,11:20:00,sell_close,1000,45.67,45.65,-24.00,pattern
2013-10-17,11:21:00,sell_open,1000,45.66,45.66,-4.00,
2013-10-17,11:33:00,buy_close,1000,45.66,45.67,-14.00,pattern
2013-10-17,11:34:00,buy_open,1000,45.67,45.67,-4.00,
2013-10-17,11:42:00,sell_close,1000,45.67,45.67,-4.00,pattern
2013-10-17,11:46:00,buy_open,1000,45.64,45.64,-4.00,
2013-10-17,11:47:00,sell_close,1000,45.64,45.64,-4.00,pattern
2013-10-17,11:49:00,sell_open,1000,45.67,45.67,-4.00,
2013-10-17,11:52:00,buy_close,1000,45.67,45.67,1.00,pattern
2013-10-17,11:53:00,buy_open,1000,45.67,45.67,-4.00,
2013-10-17,11:57:00,sell_close,1000,45.67,45.66,-14.00,pattern
2013-10-17,11:59:00,sell_open,1000,45.67,45.67,-4.00,
2013-10-17,12:02:00,buy_close,1000,45.67,45.65,16.00,pattern
2013-10-17,12:05:00,sell_open,1000,45.67,45.67,-4.00,
2013-10-17,12:11:00,buy_close,1000,45.67,45.67,-14.00,pattern
2013-10-17,12:18:00,buy_open,1000,45.71,45.71,-4.00,
2013-10-17,12:33:00,sell_close,1000,45.71,45.70,-14.00,pattern
2013-10-17,12:34:00,sell_open,1000,45.69,45.69,-4.00,
2013-10-17,12:41:00,buy_close,1000,45.69,45.73,-39.00,pattern
2013-10-17,12:42:00,buy_open,1000,45.70,45.70,-4.00,
2013-10-17,12:43:00,sell_close,1000,45.70,45.70,-4.00,pattern
2013-10-17,12:46:00,sell_open,1000,45.69,45.69,-4.00,
2013-10-17,12:51:00,buy_close,1000,45.69,45.71,-19.00,pattern
2013-10-17,12:53:00,buy_open,1000,45.72,45.72,-4.00,
2013-10-17,13:09:00,sell_close,1000,45.72,45.65,-79.00,float
2013-10-17,13:11:00,sell_open,1000,45.64,45.64,-4.00,
2013-10-17,13:34:00,buy_close,1000,45.64,45.62,11.00,pattern
2013-10-17,13:35:00,buy_open,1000,45.64,45.64,-4.00,
2013-10-17,13:48:00,sell_close,1000,45.64,45.61,-29.00,pattern
2013-10-17,13:49:00,sell_open,1000,45.60,45.60,-4.00,
2013-10-17,14:05:00,buy_close,1000,45.60,45.59,6.00,pattern
2013-10-17,14:06:00,buy_open,1000,45.60,45.60,-4.00,
